SQL,cardinality
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 70907;",6747781
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 4;",274645
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 7 AND company_id < 12083;",1198108
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 6;",4847409
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 214295 AND kind_id <= 1;",182626
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 59511;",1502246
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND company_id > 198205 AND kind_id != 1;",38095
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1 AND company_id >= 97351 AND kind_id = 7;",588053
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 8;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 10316 AND company_type_id < 2 AND kind_id < 6;",757421
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 2 AND company_id >= 131519 AND kind_id >= 7;",143082
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND kind_id <= 1;",1953384
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 4 AND company_id < 246083 AND company_type_id > 1;",1578816
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND company_id <= 98540 AND kind_id < 4;",1922254
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 25143 AND company_type_id < 2;",1683133
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 6;",47148
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 325525 AND company_type_id <= 2 AND kind_id = 7;",2018873
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 11309 AND company_type_id = 1;",1248373
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 90963 AND company_type_id = 2 AND kind_id = 1;",445646
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 229846 AND kind_id = 2;",318003
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 61616 AND kind_id < 2 AND company_type_id != 2;",56378
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 2;",2271387
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 82861 AND company_type_id != 2;",2026199
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 8;",4894557
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 6 AND company_id != 5097 AND company_type_id != 1;",1469099
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 1 AND kind_id < 3 AND company_id > 195948;",221828
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 2 AND company_id < 274440;",2606872
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 3 AND company_id < 312439;",2335545
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND company_id = 44276;",2
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id < 2 AND company_id = 64886;",2
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 200425;",248729
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND kind_id <= 8 AND company_id < 31781;",1262079
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 1 AND company_id > 59718;",1423088
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 194877;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id < 2 AND company_id <= 346156 AND kind_id < 4;",1278142
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 146928 AND kind_id != 8 AND company_type_id = 2;",2868355
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 90435;",1315393
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 270732;",112291
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 113161 AND kind_id <= 6 AND company_type_id <= 1;",1454752
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 4;",2828535
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 243279 AND kind_id != 1 AND company_type_id > 1;",23477
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 3 AND company_id = 14698 AND company_type_id = 2;",2
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 6 AND company_id < 52984;",3309528
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND company_id < 185507;",4604052
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 2 AND company_type_id <= 2 AND company_id >= 222660;",167558
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1 AND company_id <= 243238 AND kind_id != 7;",1263673
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND company_id != 350003 AND kind_id <= 8;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 293925 AND kind_id = 4 AND company_type_id >= 1;",5840
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 159016;",4490616
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 134007 AND company_type_id != 2;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 232835 AND company_type_id <= 2;",176385
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 6 AND company_id >= 258770;",131160
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 4 AND company_type_id = 2;",1399258
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 6;",2018874
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 7 AND company_type_id = 1 AND company_id != 40233;",1454750
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 8 AND company_id <= 36169;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id < 2 AND company_id < 241722 AND kind_id = 2;",157661
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND company_id <= 196551 AND kind_id != 7;",2616533
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 2 AND kind_id < 8 AND company_id < 293025;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 128320 AND kind_id < 3 AND company_type_id < 2;",1149267
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 32990 AND company_type_id < 2 AND kind_id = 1;",840191
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 256024 AND kind_id <= 1 AND company_type_id <= 1;",991606
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 1 AND company_id < 165266;",2498597
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 182607;",4595017
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 112091;",3718377
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 6;",2066022
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 1 AND kind_id > 4;",1469099
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 33528;",1782284
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 56924 AND company_type_id <= 2;",3373182
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 306932;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 344026 AND company_type_id != 2 AND kind_id = 6;",25475
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 10763 AND company_type_id <= 2;",2096437
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 1 AND company_id != 296412;",1953382
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 1 AND company_id = 189876 AND company_type_id = 2;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 6;",2828535
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 2 AND kind_id > 2 AND company_id < 275097;",876933
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND company_id >= 201182;",246560
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 238017;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 90260;",3578550
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 202633 AND company_type_id = 2 AND kind_id < 3;",1122120
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 4 AND company_type_id != 1 AND company_id > 345072;",1691
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 184991 AND company_type_id = 2;",2868351
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND kind_id > 4;",1469099
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 1 AND kind_id != 8 AND company_id <= 66889;",1476923
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 1 AND company_type_id >= 2;",961778
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 166919 AND kind_id = 4;",274645
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 333352 AND company_type_id = 2;",2
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND company_id >= 190157;",277015
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 3 AND company_type_id <= 2;",2553890
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND kind_id = 1;",1953384
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 309071 AND kind_id <= 6 AND company_type_id >= 2;",1360777
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 307553 AND kind_id > 3;",5727
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 1 AND company_id < 313136;",4839562
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 7 AND company_id != 132838 AND company_type_id >= 1;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id < 2 AND kind_id < 8;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 8 AND company_type_id < 2 AND company_id >= 96476;",17387
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 2 AND company_id != 165704;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1 AND kind_id = 2;",160342
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 73308;",3484609
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 1;",2868357
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id < 2 AND company_id < 355976 AND kind_id >= 7;",571448
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 8;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 2 AND kind_id < 3 AND company_id <= 66617;",1101043
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 67541 AND company_type_id >= 2 AND kind_id != 6;",1469126
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 1 AND company_id <= 168538 AND kind_id >= 6;",1462552
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 243522 AND company_type_id <= 2;",4737814
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND kind_id > 4;",2066022
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND company_id >= 24524 AND kind_id != 1;",1007877
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 205372 AND kind_id > 3;",21818
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 122087;",4057169
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 8 AND company_type_id <= 2;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 342147 AND company_type_id > 1;",2868356
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1 AND company_id > 315735 AND kind_id = 3;",3242
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 110328 AND kind_id != 2;",3423737
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND kind_id > 4 AND company_id != 51733;",596923
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 49136;",5
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 3 AND company_id < 22903;",1668062
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND company_id != 152005;",2868354
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1 AND kind_id <= 7;",2868356
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND kind_id < 2;",961778
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1 AND company_id != 222376;",2868356
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 7 AND company_type_id < 2;",571448
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 7 AND company_id = 354277;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND company_id < 116928;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 2 AND company_id > 324409;",6363
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 3 AND company_type_id <= 2;",2271387
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 49226 AND company_type_id >= 1;",3303111
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 3 AND company_id <= 27469;",201969
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND company_id > 124801 AND kind_id <= 8;",790363
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 127476 AND company_type_id <= 1;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 2 AND company_type_id < 2 AND company_id = 12147;",2
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 8 AND company_id > 140040;",588245
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 145557 AND kind_id >= 2;",2833053
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 6 AND company_id > 139591 AND company_type_id <= 2;",498331
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 3 AND company_type_id != 2;",128875
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 197494;",9
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 5729;",3072946
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 2 AND company_id < 1010;",698750
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 1 AND company_id = 134619;",2
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 307083 AND company_type_id != 1;",2868356
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 1;",1953384
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 2149 AND kind_id > 4;",1245506
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 264289;",4772188
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 11069;",2109489
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 258404 AND kind_id < 4;",2433983
